PassengerId,CryoSleep,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,HomePlanet_int,Cabin_int,Destination_int,Name_int
7517_01,False,0.31645569620253167,False,0.0010469742444335869,0.00010062724314896186,0.0,0.028338093538022135,0.0,False,1,5329,1,6883
6681_01,False,0.27848101265822783,False,0.0,0.02794083118102841,0.016218287076451558,0.0,0.0004972444370778602,True,1,4758,2,6155
0669_01,False,0.3291139240506329,False,0.0,0.01777747962298326,8.513536523071684e-05,0.0004016422706176366,0.016699125678531473,False,1,478,0,629
3412_02,True,0.31645569620253167,False,0.0,0.0,0.0,0.0,0.0,True,0,2396,2,3089
3409_01,False,0.24050632911392406,False,0.006281845466601522,0.0,0.0,0.003302392002856123,0.024655036671777233,False,1,2394,0,3086
6588_01,False,0.4810126582278481,False,0.0080268025406575,0.004192801797873411,0.0,0.009014637629418065,0.0,True,1,4686,0,6066
6020_03,False,0.12658227848101267,False,0.0,0.0,0.0,0.0,0.0,False,1,4272,0,5517
2096_02,False,0.620253164556962,False,0.11335241153067635,0.0,0.0028946024178443724,0.013885165026255942,0.0,False,2,1462,0,1911
6411_01,False,0.6582278481012658,False,0.0,0.021869654177707712,0.00038310914353822576,0.0,0.0,False,1,4560,1,5909
3966_02,False,0.34177215189873417,False,0.0,0.0,0.043419036267665585,0.0,0.012632279090839752,True,1,2790,0,3600
0365_01,False,0.3649105122463968,False,0.0,0.0,0.0,0.030569439485897895,0.0008701777648862553,False,1,249,2,317
6414_01,False,0.3924050632911392,False,0.020520695190898303,0.0161003589038339,0.001319598161076111,0.00013388075687254553,0.0,True,1,4563,0,5912
2518_02,True,0.35443037974683544,False,0.0,0.0,0.0,0.0,0.0,True,0,1760,2,2278
3655_01,False,0.21518987341772153,False,0.0,0.014490323013450507,0.0,0.13401463762941807,0.0,False,1,2569,0,3319
7667_01,True,0.18987341772151897,False,0.0,0.0,0.0,0.0,0.0,True,0,5422,2,6996
5812_06,True,0.13924050632911392,False,0.0,0.0,0.0,0.0,0.0,True,1,4108,2,5304
2397_01,False,0.45569620253164556,False,0.0,0.0271693556502197,0.0,0.0,0.0,False,1,1678,2,2178
6718_01,False,0.46835443037974683,False,0.0012563690933203044,0.007983094623150975,0.0,0.023563013209568013,0.0,False,1,4775,0,6179
4770_01,False,0.27848101265822783,False,0.0,0.01707308892094053,8.513536523071684e-05,0.0003570153516601214,0.003066340695313471,True,1,3362,2,4366
5351_01,0.0,0.5822784810126582,False,0.07552174216514274,0.002683393150638983,0.05010216243827686,0.0,0.01338416276467907,False,2,3775,2,4877
8976_01,False,0.4430379746835443,False,6.979828296223913e-05,0.0,0.0,0.0,0.033273940247793475,False,1,6339,0,8191
4457_01,False,0.3037974683544304,False,0.04871920150764291,0.0,0.002170951813383279,8.925383791503035e-05,0.00016574814569262006,True,1,3144,0,4068
4072_01,True,0.7594936708860759,False,0.0,0.0,0.007395248132214369,0.0,0.0,True,1,2871,0,3715
0926_02,False,0.37974683544303794,False,0.0,0.025492234931070338,0.00996083773199387,0.1232149232416994,0.003356399950275556,False,0,643,0,846
4693_01,False,0.3670886075949367,True,0.0,0.030859021232348304,0.0,0.09157443770082115,0.15277835329217254,False,0,3316,0,4305
8252_03,True,0.08860759493670886,False,0.0,0.0,0.0,0.0,0.0,False,1,5837,0,7540
5855_02,False,0.5189873417721519,False,0.0,0.0,0.029243997956751235,0.0,0.002693407367505076,True,1,4141,1,5345
7321_01,True,0.3924050632911392,False,0.0,0.015365015372161363,0.0,0.0,0.0,True,2,5201,0,6729
5072_02,True,0.17721518987341772,False,0.0,0.0,0.0,0.0,0.0,False,1,3573,1,4629
0408_01,False,0.4430379746835443,False,0.07915125287917917,0.0037902928252775635,0.0022135194959986377,0.0,0.0,False,2,281,0,362
6396_01,False,0.3924050632911392,False,0.0,0.008150806695065911,0.0,0.013885165026255942,0.0,False,1,4547,0,5889
4596_01,True,0.35443037974683544,False,0.0,0.0,0.0,0.0,0.0,True,3,3247,0,4204
6925_01,False,0.3291139240506329,False,0.0,0.0,0.028818321130597648,4.4626918957515175e-05,0.004475199933700742,False,1,4926,0,6393
2727_01,False,0.4050632911392405,False,0.0,0.0003018817294468856,0.0004682445087689426,0.034987504462691894,0.002610533294658766,False,1,1913,0,2481
7707_01,False,0.2911392405063291,False,0.002791931318489565,0.00013416965753194915,0.00038310914353822576,0.014191360228489826,0.058550532465918036,False,1,5451,0,7028
4723_02,False,0.3037974683544304,False,0.010748935576184825,0.000234796900680911,0.010258811510301379,0.009505533737950732,0.018770977499689222,False,1,3335,1,4328
6905_03,False,0.20253164556962025,False,0.0030013261673762824,0.00010062724314896186,0.03192576196151881,0.0,0.0,True,1,4909,2,6371
9165_01,False,0.2911392405063291,False,0.0006281845466601522,6.708482876597457e-05,4.256768261535842e-05,0.0,0.030124725479633695,False,1,6478,0,8373
9076_01,0.0,0.4050632911392405,False,0.0,0.0,0.0,0.0,0.0,False,1,6413,0,8290
4315_02,0.0,0.25316455696202533,False,0.0,0.0,0.0,0.0,0.0,True,1,3042,0,3937
1433_01,True,0.6455696202531646,False,0.0,0.0,0.0,0.0,0.0,False,1,1004,0,1328
0984_02,False,0.3037974683544304,False,0.0,0.0,0.030563596117827344,0.0,0.0,False,1,685,0,27
9136_01,False,0.3649105122463968,False,0.00041878969777343477,0.0,0.0,0.03570153516601214,0.00012431110926946505,False,1,6457,0,8344
3352_01,True,0.5949367088607594,False,0.0,0.0,0.0,0.0,0.0,False,1,2354,1,3031
6077_01,True,0.21518987341772153,False,0.0,0.015365015372161363,0.0,0.0,0.0,True,1,4320,0,5585
8459_01,True,0.5443037974683544,False,0.0,0.0,0.0,0.0,0.0,False,1,5977,1,7725
3305_02,False,0.3924050632911392,False,0.07433517135478467,0.00043605138697883474,0.006385152392303762,0.0016065690824705464,0.0,False,2,2322,2,2991
1025_01,False,0.25316455696202533,False,0.0529768967683395,0.0,0.004512174357227993,0.009014637629418065,0.0,False,1,718,0,942
1501_01,False,0.7974683544303798,False,0.0,0.007245161506725254,0.0,0.026508389860764012,0.0,False,1,1047,0,1388
0129_01,True,0.27848101265822783,False,0.0,0.0,0.007395248132214369,0.0,0.0,True,1,93,1,118
0516_01,False,0.6962025316455696,False,0.007887205974733021,0.08358769664240431,0.0017452749872296951,0.0,0.09845439854141631,False,0,359,2,469
0691_01,False,0.24050632911392406,False,0.011446918405807216,0.0,0.03333049548782564,0.0,0.0,False,2,496,0,651
8383_02,True,0.0379746835443038,False,0.0,0.0,0.0,0.0,0.0,False,1,5930,0,7660
3483_01,False,0.3924050632911392,False,0.0,0.021031093818133027,4.256768261535842e-05,0.0,0.0005386814735010153,False,1,2449,1,3162
6428_02,True,0.20253164556962025,False,0.0,0.0,0.0,0.0,0.0,True,0,4571,0,5925
6324_02,0.0,0.5569620253164557,False,0.0,0.0,0.0,0.0,0.0,True,1,4496,2,5813
2995_01,True,0.3291139240506329,False,0.0,0.0,0.0,0.0,0.0,True,0,2102,2,2709
0471_01,False,0.20253164556962025,False,0.0,0.0015094086472344278,8.513536523071684e-05,0.23130132095680114,0.0070442961919363525,False,0,331,0,429
1452_02,True,0.8860759493670886,False,0.0,0.0,0.0,0.0,0.0,True,0,12,0,1347
8092_03,False,0.5189873417721519,False,0.0,0.1078724046556871,0.0,0.01932345590860407,0.021422947830771144,False,0,5727,0,7382
8542_01,True,0.24050632911392406,False,0.0,0.0,0.0,0.0,0.0,False,2,6031,0,7788
1525_01,False,0.25316455696202533,False,0.03762127451664689,0.04256532385201087,0.0016175719393836199,0.0,0.0,True,2,1060,0,1407
5356_01,False,0.3670886075949367,False,0.0,0.0010733572602555932,0.0,0.20157979293109604,0.0,False,1,3781,0,4884
7835_01,True,0.35443037974683544,False,0.0,0.0,0.0,0.0,0.0,False,1,5543,1,7135
1567_01,True,0.46835443037974683,False,0.0,0.0,0.0,0.0,0.0,True,0,1087,0,1441
8216_01,False,0.22784810126582278,False,0.0015355622251692607,0.0,0.028988591861059083,0.0,4.1437036423155016e-05,True,1,5810,0,7507
1239_01,False,0.37974683544303794,False,0.04083199553290989,0.00043605138697883474,0.005193257279073727,0.001785076758300607,0.0043508888244312765,True,1,867,1,1146
5531_01,False,0.5443037974683544,False,0.05702519718014937,0.0,0.026264260173676144,0.0,0.0,False,2,3911,1,5051
4305_01,False,0.7088607594936709,False,0.0,0.026129540804347096,0.000510812191384301,0.00013388075687254553,0.0014502962748104255,False,1,3034,0,3928
4446_02,False,0.46835443037974683,False,0.0,0.12085331902190319,0.0014047335263068278,0.31743127454480546,4.1437036423155016e-05,False,0,3136,0,4053
3412_03,False,0.2911392405063291,False,0.00013959656592447826,0.2263442122563982,0.0,0.001026419136022849,0.0,True,0,2396,0,3090
8157_06,False,0.11392405063291139,False,0.0,0.0,0.0,0.0,0.0,True,1,5771,0,7454
4303_02,False,0.4810126582278481,False,0.0,0.022406332807835508,0.003575685339690107,0.011915387361656551,0.0,False,1,3033,0,3927
2860_01,False,0.22784810126582278,False,0.010748935576184825,0.0007379331164257203,0.0032777115613825984,0.04699214566226348,0.0,True,1,2011,1,2605
0309_01,False,0.22784810126582278,False,0.08333914985691351,0.0,0.006683126170611272,0.00026776151374509105,0.0,False,1,216,0,273
5247_01,False,0.4810126582278481,False,0.00041878969777343477,0.07795257102606246,0.0,0.0,0.0,True,1,3699,0,4789
5423_01,False,0.620253164556962,False,0.038528652195156,0.0,0.0002979737783075089,0.0,0.007582977665437368,False,2,3828,0,4944
6334_04,True,0.0,False,0.0,0.0,0.0,0.0,0.0,True,1,4505,1,5828
2758_01,True,0.3037974683544304,False,0.015682809903064355,0.0,0.0,0.0,0.0,True,1,1938,1,2510
5647_03,False,0.6075949367088608,False,0.0,0.015365015372161363,0.0,0.12723134594787577,0.06124393983342311,False,0,3989,0,5154
1165_04,True,0.21518987341772153,False,0.0,0.0,0.0,0.0,0.0,True,0,810,0,1075
0594_02,False,0.3037974683544304,False,0.015682809903064355,0.00013416965753194915,0.0,0.02990003570153517,0.004682385115816517,False,3,424,0,558
1800_04,False,0.0,False,0.0,0.0,0.0,0.0,0.0,True,1,1254,0,1654
5945_03,False,0.5949367088607594,False,0.011377120122844978,6.708482876597457e-05,0.0004682445087689426,0.0264637629418065,0.0,True,1,4209,1,5437
5732_01,False,0.25316455696202533,False,0.0,0.0,0.0022560871786139964,8.925383791503035e-05,0.03124352546305888,False,1,4050,0,5227
5916_01,False,0.24050632911392406,False,0.00013959656592447826,0.00010062724314896186,0.01915545717691129,0.009103891467333095,0.0,True,1,4189,0,5406
7660_01,True,0.31645569620253167,False,0.0,0.0,0.0,0.0,0.0,True,0,5418,2,6992
3279_03,True,0.35443037974683544,False,0.0,0.0,0.0,0.0,0.0,True,0,2301,0,2954
0600_01,False,0.3037974683544304,False,0.0,0.11354107268641196,0.035160905840286055,0.0004016422706176366,0.03285956988356193,True,0,429,0,567
0064_02,True,0.4177215189873418,False,0.0,0.0,0.007395248132214369,0.0,0.0,True,3,44,0,58
0825_01,True,0.16455696202531644,False,0.0,0.0,0.0,0.0,0.0,True,1,583,0,773
3495_01,False,0.5949367088607594,False,0.0,0.35819944319592123,0.0,0.012183148875401643,0.003314962913852401,True,0,2460,0,3178
6766_01,False,0.20253164556962025,False,0.027849514901933412,0.0,0.00012770304784607525,0.0,0.005676873989972237,False,1,4818,1,6239
7848_01,0.0,0.3670886075949367,False,0.07342779367627557,0.0,0.027030478460752596,0.0,0.0,False,2,12,0,7146
6191_04,True,0.22784810126582278,False,0.0,0.0,0.0,0.0,0.0,True,0,4405,0,5697
5445_01,False,0.7721518987341772,False,0.0,0.0017777479622983262,0.03460752596628639,0.00013388075687254553,0.0,False,3,3844,0,4963
3166_01,True,0.3649105122463968,False,0.015682809903064355,0.0,0.0,0.0,0.0,True,2,2219,0,2851
8431_02,0.0,0.3291139240506329,False,6.979828296223913e-05,0.1569784993123805,0.0010641920653839604,0.02516958229203856,0.0005386814735010153,False,0,5961,2,7698
4547_01,False,0.25316455696202533,False,0.0,0.0008385603595746821,0.0,0.0,0.033273940247793475,True,1,3211,0,4161
8158_01,False,0.5063291139240507,False,0.06651776366301389,0.0,0.015154095011067598,0.0,0.0,False,2,5773,0,7455
5950_01,False,0.4050632911392405,False,0.015682809903064355,0.00016771207191493645,0.0,0.002856122813280971,0.0,False,1,4214,0,5442
9097_01,True,0.43037974683544306,False,0.0,0.0,0.0,0.0,0.0,True,2,6425,0,8309
0377_01,False,0.7974683544303798,False,0.0,0.03582329856103042,0.0,0.00785433773652267,0.33928645423279324,False,0,258,2,326
7062_01,False,0.26582278481012656,False,0.0,0.00043605138697883474,0.0,0.03213138164941093,0.0070442961919363525,False,1,5031,0,6523
6152_01,True,0.4177215189873418,False,0.0,0.015365015372161363,0.0,0.0,0.0,True,0,4377,0,5662
6858_01,True,0.3291139240506329,False,0.0,0.0,0.0,0.0,0.0,True,0,4876,0,6325
8268_02,False,0.24050632911392406,False,0.0,0.00010062724314896186,0.0,0.040967511602998934,0.09721128744872166,False,0,5850,0,7555
0206_01,False,0.3649105122463968,False,0.00013959656592447826,0.05769295273873813,0.000510812191384301,0.05020528382720457,0.005055318443624912,True,0,145,2,178
4317_01,False,0.3037974683544304,False,0.030641446220422978,0.0,0.09109484079686701,0.0,0.0,True,2,3044,0,3939
4661_02,True,0.02531645569620253,False,0.0,0.0,0.0,0.0,0.0,False,1,3297,2,4271
0456_01,False,0.6962025316455696,False,0.014657639422070217,0.006205346660852648,0.008002724331687382,0.0026329882184933954,0.0030249036588903162,False,1,318,0,410
2532_01,False,0.3037974683544304,False,0.051441334543170236,0.0012410693321705296,0.07159884215903285,0.0,0.0,False,2,1772,0,2290
0582_01,True,0.4177215189873418,False,0.0,0.0,0.0,0.0,0.0,True,2,412,0,543
1463_01,False,0.2911392405063291,False,0.013959656592447826,0.013886559554556737,0.0031074408309211647,4.4626918957515175e-05,4.1437036423155016e-05,False,1,1028,1,27
8729_02,False,0.25316455696202533,False,0.015682809903064355,0.26025559319759833,0.0007662182870764515,0.21978757586576222,0.5256288070277214,False,0,6168,0,7969
3361_03,True,0.22784810126582278,False,0.0,0.0,0.0,0.0,0.0,True,2,2359,0,3043
8092_02,True,0.4177215189873418,True,0.0,0.015365015372161363,0.0,0.0,0.0,True,0,5727,2,7381
1871_01,False,0.3924050632911392,0.0,0.0,0.0665146077214638,0.0,0.0076758300606926105,0.002154725894004061,True,0,1303,0,1717
3301_03,False,0.0,False,0.0,0.0,0.0,0.0,0.0,True,1,2320,2,2987
0330_02,False,0.4050632911392405,False,0.017240175891673065,0.15600576929527388,0.0,0.002052838272045698,0.008370281357477314,True,0,227,0,27
0475_01,False,0.45569620253164556,False,0.0,0.0,0.0016175719393836199,0.0004016422706176366,0.03907512534703518,False,1,334,0,433
0816_01,False,0.3037974683544304,False,0.0,0.00952604568476839,0.0,0.20590860406997502,0.018149421953341897,False,0,574,2,763
1186_02,False,0.10126582278481013,0.0,0.0,0.0,0.0,0.0,0.0,False,1,826,0,1093
3732_04,False,0.34177215189873417,False,0.23312626509387868,0.019722939657196525,0.007395248132214369,0.0077204569796501255,0.002942029586044006,False,0,2613,2,3383
3594_01,True,0.810126582278481,False,0.0,0.0,0.0,0.0,0.0,True,1,2525,1,3262
3401_01,False,0.22784810126582278,False,0.0,0.0,0.06108462455303933,0.0,0.012632279090839752,True,1,2387,0,3076
2056_01,True,0.6582278481012658,False,0.0,0.0,0.0,0.0,0.0,False,1,1429,0,1870
0685_01,False,0.5189873417721519,False,6.979828296223913e-05,0.03092610606111428,0.00017027073046143367,0.0024544805426633346,0.0006215555463473252,False,1,489,0,644
2387_01,False,0.7341772151898734,False,0.015682809903064355,0.013416965753194914,0.0,0.030792574080685472,0.02030414784734596,True,1,1670,0,2170
2723_02,False,0.6835443037974683,False,0.0,0.1970952269144333,0.0,0.0,0.037873451290763686,True,0,1909,0,2476
6744_03,False,0.20253164556962025,False,0.09332030432051372,0.0,0.1112719223565469,0.0,0.0,False,2,4794,2,6209
6693_01,False,0.6962025316455696,False,0.0,0.0,0.030606163800442704,0.012227775794359158,0.0,False,1,4763,0,6162
2725_01,False,0.5063291139240507,False,0.0,0.0,0.015409501106759748,0.012138521956444128,0.0,False,1,1911,0,2479
3682_01,True,0.24050632911392406,False,0.0,0.0,0.0,0.0,0.0,True,2,2585,0,3336
7984_01,False,0.05063291139240506,False,0.0,0.0,0.0,0.0,0.0,True,2,5644,0,7271
2636_01,False,0.27848101265822783,False,0.015682809903064355,0.0,0.0058317725183041035,0.029944662620492682,0.012632279090839752,False,1,1845,0,2396
2763_01,False,0.3924050632911392,False,0.006351643749563761,0.02535806527353839,0.0,0.0,0.0004972444370778602,True,1,1942,0,2516
7815_01,False,0.34177215189873417,False,0.0,0.020293160701707308,0.0,0.0,0.0,True,1,5530,1,7119
3268_01,False,0.27848101265822783,False,0.0,0.0,0.0,0.0,0.0,False,2,2292,0,2939
7832_01,False,0.24050632911392406,False,0.12724226984016193,0.0012075269177875424,0.003447982291844032,0.0,0.0,False,2,5540,0,7131
2965_01,False,0.17721518987341772,False,0.0,0.0,0.030180486974289118,0.011513745091038915,0.00012431110926946505,False,1,2085,0,2691
6485_01,False,0.9873417721518987,False,0.0,0.007144534263576292,0.0085986718883024,0.012852552659764371,0.0,True,1,4617,2,5985
5006_02,True,0.5569620253164557,False,0.0,0.0,0.0,0.0,0.0,True,0,3529,2,4572
0585_02,True,0.06329113924050633,False,0.0,0.0,0.0,0.0,0.0,True,2,414,0,548
8204_01,False,0.31645569620253167,False,0.0,0.033643041626136246,0.06934275498041886,0.003257765083898608,0.03099490324451995,False,0,5800,0,7496
1444_01,False,0.37974683544303794,False,0.0034899141481119565,0.04186093314996813,0.0,4.4626918957515175e-05,0.03779057721791738,True,0,1013,0,1339
7126_01,False,0.3670886075949367,False,0.00020939484888671738,0.0,0.028264941256597988,0.030480185647982865,0.0014088592383872706,False,1,5076,0,6579
0982_01,True,0.7215189873417721,False,0.0,0.0,0.0,0.0,0.0,True,1,682,1,887
5573_01,False,0.22784810126582278,False,0.05227891393871711,0.0,0.003150008513536523,0.0,0.0,False,1,3938,2,5089
1511_01,False,0.5063291139240507,False,0.07021707266001256,0.015365015372161363,0.0,0.01267404498393431,0.013632784983218,True,0,1054,0,1397
7783_01,True,0.22784810126582278,False,0.0,0.0,0.0,0.0,0.0,True,2,5509,0,7092
5397_02,True,0.10126582278481013,False,0.0,0.0,0.0,0.0,0.0,True,2,3809,0,4918
3703_01,True,0.34177215189873417,False,0.015682809903064355,0.0,0.0,0.0,0.0,True,3,2595,0,3351
7207_01,True,0.35443037974683544,False,0.0,0.0,0.0,0.0,0.0,True,1,5128,0,6648
4895_01,True,0.18987341772151897,False,0.0,0.0,0.0,0.0,0.0,True,1,3450,2,4473
0992_02,False,0.3670886075949367,False,0.02701193550638654,0.03159695434877403,0.0,0.44301142449125314,0.05556706584345088,False,0,693,0,905
5089_01,False,0.49367088607594933,False,0.2740280589097508,0.06809110119746418,0.0,0.06618172081399501,0.025318029254547715,False,0,3583,0,4640
2648_01,False,0.2911392405063291,False,0.03420115865149717,0.01049877570187502,0.0,0.00026776151374509105,0.0,False,1,1854,0,2409
0012_01,False,0.3924050632911392,False,0.002233545054791652,0.0,0.03728928997105398,0.0,0.0,False,1,12,0,15
0164_01,False,0.7215189873417721,False,0.0034899141481119565,0.05661959547848254,0.0,0.013885165026255942,0.005593999917125927,True,1,113,0,138
7240_01,False,0.49367088607594933,False,0.013750261743561108,0.0,0.10220500595947556,0.0,0.0,True,2,5150,0,6676
2547_01,False,0.46835443037974683,False,0.0,0.0033542414382987285,0.0,0.06256694037843627,0.060580947250652634,False,0,12,2,2303
5250_01,True,0.27848101265822783,False,0.0,0.0,0.0,0.0,0.0,True,2,3702,0,4792
6893_01,True,0.3670886075949367,False,0.0,0.0,0.0,0.0,0.0,True,0,4899,0,6355
1228_02,False,0.7468354430379747,False,0.009911356180637956,0.0,0.038608888132130086,0.0,0.0,True,2,856,0,1135
4336_02,True,0.17721518987341772,False,0.0,0.0,0.0,0.0,0.0,True,0,3056,0,3955
3997_01,False,0.31645569620253167,False,0.0,0.002784020393787945,0.0,0.019591217422349164,0.0,False,1,2811,2,3629
6450_02,True,0.5316455696202531,False,0.0,0.0,0.0,0.0,0.0,True,0,4590,2,5952
3269_01,False,0.4430379746835443,False,0.005165072939205696,0.1704625498943414,0.0,0.039851838629061054,0.08026353955165126,True,0,2293,2,2940
6182_01,True,0.37974683544303794,False,0.0,0.015365015372161363,0.0,0.0,0.0,False,1,4401,0,5690
3040_01,False,0.4050632911392405,False,0.18259230822921757,0.0,8.513536523071684e-05,0.00022313459478757588,0.0,False,2,2137,0,2751
1434_02,False,0.0,False,0.0,0.0,0.0,0.0,0.0,True,1,12,0,1330
3903_01,False,0.02531645569620253,False,0.0,0.0,0.0,0.0,0.0,False,1,2736,2,3537
1291_01,False,0.4177215189873418,False,0.12270538144761639,0.00197900244859625,0.00017027073046143367,0.0,0.0,False,2,901,0,1184
2003_01,False,0.24050632911392406,0.0,0.00020939484888671738,0.00020125448629792372,0.0008513536523071684,0.0026776151374509104,0.029793229188248456,False,1,1396,0,1827
4793_01,False,0.45569620253164556,False,0.0009073776785091087,0.049642773286821186,4.256768261535842e-05,0.06421813637986434,0.08100940620726806,False,0,3380,2,4392
3372_01,True,0.17721518987341772,False,0.0,0.0,0.0,0.0,0.0,True,1,2367,1,3052
4219_02,False,0.5063291139240507,False,0.08850422279611922,0.0,0.0,0.0,0.0,False,2,2975,0,3854
7572_01,True,0.17721518987341772,False,0.0,0.0,0.0,0.0,0.0,False,1,5362,0,6922
4932_01,0.0,0.27848101265822783,False,0.015565017100579325,0.0,0.026817640047675805,0.0006247768654052124,0.0,True,2,3478,0,4508
9227_01,True,0.08860759493670886,False,0.0,0.0,0.0,0.0,0.0,False,1,6525,0,8429
1236_01,False,0.26582278481012656,False,0.04285614573881483,0.0014423238184684533,0.0,4.4626918957515175e-05,0.0,False,1,864,2,1144
0602_02,False,0.31645569620253167,False,0.0,0.0,0.0,0.0,0.0,False,2,431,0,569
2336_02,False,0.5569620253164557,True,0.09834578069379493,0.03052359708851843,0.0007236506044610931,0.06479828632631203,0.15671487175237228,False,0,1636,0,2124
3776_01,False,0.3670886075949367,False,0.00013959656592447826,0.013651762653875826,0.1919376809126511,0.06395037486611925,0.00037293332780839516,True,0,2652,0,3434
3100_01,False,0.012658227848101266,False,0.0,0.0,0.0,0.0,0.0,False,1,2179,0,2798
3652_01,True,0.35443037974683544,False,0.0,0.0,0.0,0.0,0.0,False,1,2566,0,3315
1960_02,False,0.26582278481012656,False,0.0,0.0,0.028818321130597648,0.0001785076758300607,0.0,True,1,1363,1,1785
6650_01,False,0.6075949367088608,False,0.0008375793955468695,0.0,0.0,0.0,0.032983880992831394,False,1,4733,0,6118
5105_01,True,0.20253164556962025,False,0.0,0.0,0.0,0.0,0.0,True,1,12,1,4654
1980_03,True,0.5569620253164557,False,0.0,0.0,0.0,0.0,0.0,True,1,1380,0,1810
5012_01,True,0.3037974683544304,False,0.0,0.0,0.0,0.0,0.0,True,1,3534,2,4577
3895_02,False,0.34177215189873417,False,0.05911914566901654,0.015365015372161363,0.00017027073046143367,0.0,4.1437036423155016e-05,False,2,2731,0,3531
2876_01,False,0.5316455696202531,False,0.01207510295246737,0.02200382383523966,0.0,0.0,0.0009530518377325654,False,1,2025,0,2621
5128_01,False,0.8227848101265822,False,0.003908703845885391,0.0,0.04601566490720245,0.0009371652981078187,0.0,False,2,3607,0,4675
7529_01,True,0.22784810126582278,False,0.0,0.0,0.0,0.0,0.0,True,1,5338,0,6895
4509_03,False,0.16455696202531644,False,0.0018845536399804564,0.0,0.13817469776945343,0.0,0.0,True,2,3184,0,4130
0429_01,False,0.25316455696202533,False,0.00013959656592447826,0.3393150638982994,0.0,8.925383791503035e-05,0.009323333195209879,True,0,293,2,378
8988_05,False,0.37974683544303794,False,0.0,0.03448160198571093,0.0,0.003570153516601214,0.0,False,1,6350,0,8205
1099_01,False,0.27848101265822783,False,0.0,0.002616308321873008,0.027328452239060105,0.0,0.0,False,1,770,1,1009
